trade_id,symbol,entry_ts,exit_ts,entry,exit,qty,side,sl,tp,exit_reason,atr_at_entry,regime_up,rs_pct,pullback_type,entry_rule,don_break_len,fees,pnl,pnl_R,mae_over_atr,mfe_over_atr,markov_state_4h,markov_prob_up_4h,trend_regime_1d,vol_regime_1d,vol_prob_low_1d,regime_code_1d,regime_1d,markov_state_up_4h
1,RAYDIUMUSDT,2025-01-22 09:00:00+00:00,2025-01-25 09:00:00+00:00,7.996399879455566,7.555799961090088,15.998791085437865,long,7.371352652662161,9.996551005194465,time,0.2500188907173624,True,93.93939393939394,retest,rebreak_high,20,0.1368490178923285,-7.1859150640825975,-0.7185915064082598,2.1902336695810365,2.7765922557101486,,0.844159444591812,nan,LOW_VOL,0.8694664606843605,,NA_LOW_VOL,1
2,PAXGUSDT,2025-01-24 02:35:00+00:00,2025-01-27 02:35:00+00:00,2758.0,2750.0,0.546685072248672,long,2739.707932944159,2816.534614578691,time,7.316826822336388,True,99.06759906759906,retest,rebreak_high,20,1.6561277578701272,-6.029608335859503,-0.6029608335859503,1.093370144497347,2.323411557056862,,0.6231597569761448,nan,LOW_VOL,0.910619809225149,,NA_LOW_VOL,1
3,ORDERUSDT,2025-01-24 08:10:00+00:00,2025-01-25 00:30:00+00:00,0.3334999978542328,0.31112575397934655,446.9424779634412,long,0.31112575397934655,0.40509757825386883,sl,0.008949697549954503,True,76.68997668997669,retest,rebreak_high,20,0.15846084698595045,-10.15846084698595,-1.015846084698595,2.5028769548565397,1.4525643320938688,,0.5425423590560203,nan,LOW_VOL,0.910619809225149,,NA_LOW_VOL,1
4,1000TOSHIUSDT,2025-01-25 01:10:00+00:00,2025-01-25 18:40:00+00:00,0.6700999736785889,1.1107485483182282,72.62022809484743,long,0.5323972941037016,1.1107485483182282,tp_final,0.05508107182995492,True,99.76689976689977,retest,rebreak_high,20,0.07112909422837943,31.928870905771635,3.1928870905771634,1.1129046267650895,8.712611910695747,,0.7183208084075158,nan,LOW_VOL,0.9172288369742788,,NA_LOW_VOL,1
5,XCNUSDT,2025-01-25 22:40:00+00:00,2025-01-26 10:15:00+00:00,0.03055799938738346,0.04795780018228659,1839.1015148503113,long,0.025120561638976233,0.04795780018228659,tp_final,0.002174975099362891,True,99.3006993006993,retest,rebreak_high,20,0.079419189260545,31.92058081073945,3.192058081073945,0.07103481993580886,8.385704769218425,,0.8624744842313359,nan,LOW_VOL,0.9172288369742788,,NA_LOW_VOL,1
6,1000TOSHIUSDT,2025-01-26 02:25:00+00:00,2025-01-26 15:00:00+00:00,1.2223999500274658,2.1553342822799197,34.30037773691957,long,0.9308579711985739,2.1553342822799197,tp_final,0.11661679153155675,True,99.76689976689977,retest,rebreak_high,20,0.06372165803468705,31.93627834196531,3.1936278341965307,0.29326782730057405,8.854643922646666,,0.8778180428729578,nan,LOW_VOL,0.8806603996982352,,NA_LOW_VOL,1
7,BELUSDT,2025-01-29 20:30:00+00:00,2025-02-01 20:30:00+00:00,0.7254999876022339,0.7386000156402588,135.82245587018255,long,0.6518744598061684,0.9611016765496433,time,0.029450211118426176,True,100.0,retest,rebreak_high,20,0.1093717119439657,1.6699062681488257,0.16699062681488258,1.0696012247083462,2.597604419943347,,0.7830944786728398,nan,LOW_VOL,0.8561088806684798,,NA_LOW_VOL,1
8,SKLUSDT,2025-01-29 21:05:00+00:00,2025-01-30 15:30:00+00:00,0.06672000139951706,0.05976269055424274,1437.3369571078456,long,0.05976269055424274,0.08898339610439487,sl,0.002782924338109727,True,91.01382488479263,retest,rebreak_high,20,0.09998903616879436,-10.099989036168795,-1.0099989036168795,2.5009666082180253,0.08264666770756095,,0.7830944786728398,nan,LOW_VOL,0.8561088806684798,,NA_LOW_VOL,1
9,SPELLUSDT,2025-01-30 11:15:00+00:00,2025-01-31 00:00:00+00:00,0.0018567000515758991,0.0016742986575293195,54824.142393595466,long,0.0016742986575293195,0.0024403845125249538,sl,7.296055761863184e-05,True,84.33179723502305,retest,rebreak_high,20,0.10647118681077247,-10.106471186810772,-1.0106471186810773,2.53561674602893,0.3823981137802679,,0.6890123960564234,nan,LOW_VOL,0.6705515667147925,,NA_LOW_VOL,1
10,HYPEUSDT,2025-01-31 15:35:00+00:00,2025-02-01 03:50:00+00:00,28.018999099731445,25.948129165006712,4.8288884938248104,long,25.948129165006712,34.64578289085059,sl,0.8283479738898932,True,97.46543778801843,retest,rebreak_high,20,0.143330684597299,-10.143330684597299,-1.0143330684597298,2.5243009812074786,0.5203147430711262,,0.5705281996959548,nan,LOW_VOL,0.7166168927171331,,NA_LOW_VOL,1
