trade_id,symbol,entry_ts,exit_ts,entry,exit,qty,side,sl,tp,exit_reason,atr_at_entry,regime_up,rs_pct,pullback_type,entry_rule,don_break_len,fees,pnl,pnl_R,mae_over_atr,mfe_over_atr,markov_state_4h,markov_prob_up_4h,trend_regime_1d,vol_regime_1d,vol_prob_low_1d,regime_code_1d,regime_1d,markov_state_up_4h
1,RAYDIUMUSDT,2025-01-22 09:00:00+00:00,2025-01-25 10:00:00+00:00,7.996399879455566,7.371352652662161,15.998791085437865,long,7.371352652662161,10.996626568063915,sl,0.2500188907173624,True,93.93939393939394,retest,rebreak_high,20,0.13522600421773318,-10.135226004217733,-1.0135226004217732,2.6518000496251375,2.7765922557101486,,0.844159444591812,nan,LOW_VOL,0.8694664606843605,,NA_LOW_VOL,1
2,PAXGUSDT,2025-01-24 02:35:00+00:00,2025-01-27 07:20:00+00:00,2758.0,2739.707932944159,0.546685072248672,long,2739.707932944159,2845.8019218680365,sl,7.316826822336388,True,99.06759906759906,retest,rebreak_high,20,1.6530331721880214,-11.653033172188021,-1.165303317218802,2.733425361243367,2.323411557056862,,0.6231597569761448,nan,LOW_VOL,0.910619809225149,,NA_LOW_VOL,1
3,ORDERUSDT,2025-01-24 08:10:00+00:00,2025-01-25 00:30:00+00:00,0.3334999978542328,0.31112575397934655,446.9424779634412,long,0.31112575397934655,0.44089636845368685,sl,0.008949697549954503,True,76.68997668997669,retest,rebreak_high,20,0.15846084698595045,-10.15846084698595,-1.015846084698595,2.5028769548565397,1.4525643320938688,,0.5425423590560203,nan,LOW_VOL,0.910619809225149,,NA_LOW_VOL,1
4,1000TOSHIUSDT,2025-01-25 01:10:00+00:00,2025-01-26 02:40:00+00:00,0.6700999736785889,1.331072835638048,72.62022809484743,long,0.5323972941037016,1.331072835638048,tp_final,0.05508107182995492,True,99.76689976689977,retest,rebreak_high,20,0.07992909422837943,47.920070905771645,4.792007090577164,1.1129046267650895,12.467077412323963,,0.7183208084075158,nan,LOW_VOL,0.9172288369742788,,NA_LOW_VOL,1
5,XCNUSDT,2025-01-25 22:40:00+00:00,2025-01-27 20:40:00+00:00,0.03055799938738346,0.025120561638976233,1839.1015148503113,long,0.025120561638976233,0.05665770057973815,sl,0.002174975099362891,True,99.3006993006993,retest,rebreak_high,20,0.056319189260544994,-10.056319189260545,-1.0056319189260545,2.503936723814265,8.385704769218425,,0.8624744842313359,nan,LOW_VOL,0.9172288369742788,,NA_LOW_VOL,1
6,BELUSDT,2025-01-29 20:30:00+00:00,2025-02-03 02:05:00+00:00,0.7254999876022339,0.6518744598061684,135.82245587018255,long,0.6518744598061684,1.078902521023348,sl,0.029450211118426176,True,100.0,retest,rebreak_high,20,0.10289310905491464,-10.102893109054914,-1.0102893109054913,3.64004069364478,3.1341030947244906,,0.7830944786728398,nan,LOW_VOL,0.8561088806684798,,NA_LOW_VOL,1
7,SKLUSDT,2025-01-29 21:05:00+00:00,2025-01-30 15:30:00+00:00,0.06672000139951706,0.05976269055424274,1437.3369571078456,long,0.05976269055424274,0.10011509345683378,sl,0.002782924338109727,True,91.01382488479263,retest,rebreak_high,20,0.09998903616879436,-10.099989036168795,-1.0099989036168795,2.5009666082180253,0.08264666770756095,,0.7830944786728398,nan,LOW_VOL,0.8561088806684798,,NA_LOW_VOL,1
8,SPELLUSDT,2025-01-30 11:15:00+00:00,2025-01-31 00:00:00+00:00,0.0018567000515758991,0.0016742986575293195,54824.142393595466,long,0.0016742986575293195,0.0027322267429994813,sl,7.296055761863184e-05,True,84.33179723502305,retest,rebreak_high,20,0.10647118681077247,-10.106471186810772,-1.0106471186810773,2.53561674602893,0.3823981137802679,,0.6890123960564234,nan,LOW_VOL,0.6705515667147925,,NA_LOW_VOL,1
9,HYPEUSDT,2025-01-31 15:35:00+00:00,2025-02-01 03:50:00+00:00,28.018999099731445,25.948129165006712,4.8288884938248104,long,25.948129165006712,37.959174786410166,sl,0.8283479738898932,True,97.46543778801843,retest,rebreak_high,20,0.143330684597299,-10.143330684597299,-1.0143330684597298,2.5243009812074786,0.5203147430711262,,0.5705281996959548,nan,LOW_VOL,0.7166168927171331,,NA_LOW_VOL,1
10,PAXGUSDT,2025-01-31 16:05:00+00:00,2025-01-31 18:35:00+00:00,2816.0,2803.9966738540834,0.8331024149836899,long,2803.9966738540834,2873.615965500399,sl,4.801330458366566,True,99.76958525345621,retest,rebreak_high,20,2.5751180406534777,-12.575118040653479,-1.257511804065348,3.5406852636807415,0.20827560374592596,,0.46090479460467193,nan,LOW_VOL,0.7166168927171331,,NA_LOW_VOL,0
11,XMRUSDT,2025-02-01 00:50:00+00:00,2025-02-01 07:45:00+00:00,240.8000030517578,232.4547635491304,1.1982879576855294,long,232.4547635491304,280.85715266436944,sl,3.338095801050967,True,97.92626728110599,retest,rebreak_high,20,0.3119025182543162,-10.311902518254316,-1.0311902518254317,2.5373751160875693,0.47032564641655605,,0.5150051170718308,nan,HIGH_VOL,0.2564908639610971,,NA_HIGH_VOL,1
12,ACHUSDT,2025-02-01 02:35:00+00:00,2025-02-02 15:00:00+00:00,0.04960300028324127,0.04345625745880176,1626.8778905536597,long,0.04345625745880176,0.07910736584055095,sl,0.0024586971297758057,True,99.53917050691244,retest,rebreak_high,20,0.08326782691252538,-10.083267826912525,-1.0083267826912525,2.509051929640833,3.719856780725611,,0.5150051170718308,nan,HIGH_VOL,0.2564908639610971,,NA_HIGH_VOL,1
13,PAXGUSDT,2025-02-04 22:40:00+00:00,2025-02-24 16:25:00+00:00,2851.0,2976.539046048372,0.38235116094083216,long,2824.8460320732556,2976.539046048372,tp_final,10.461587170697666,True,97.47706422018348,retest,rebreak_high,20,1.2254914758265434,46.774508524173,4.6774508524173,0.3823511609408352,12.330824940341936,,0.42821766406038386,nan,LOW_VOL,0.5490505499590901,,NA_LOW_VOL,0
14,BELUSDT,2025-02-06 13:30:00+00:00,2025-02-09 15:10:00+00:00,0.8521999716758728,1.1088456957032444,187.02824752646472,long,0.7987321125035037,1.1088456957032444,tp_final,0.021387143668947645,True,98.85321100917432,retest,rebreak_high,20,0.20172401396910553,47.79827598603091,4.779827598603091,1.9497669521531815,13.92425323792303,,0.6737637269090068,nan,LOW_VOL,0.7852940365796128,,NA_LOW_VOL,1
15,OMUSDT,2025-02-07 11:10:00+00:00,2025-02-08 15:40:00+00:00,6.051599979400635,5.8005164653472745,39.827385870801535,long,5.8005164653472745,7.2568008468567635,sl,0.10043340562134408,True,98.1651376146789,retest,rebreak_high,20,0.2596213482668561,-10.259621348266856,-1.0259621348266856,2.5051404670509507,4.255457593294522,,0.7573687445214843,nan,LOW_VOL,0.8666697522294169,,NA_LOW_VOL,1
16,1000000CHEEMSUSDT,2025-02-10 20:30:00+00:00,2025-02-28 01:30:00+00:00,0.9531999826431274,0.7804078703158484,57.8730120565884,long,0.7804078703158484,1.7826021218140669,sl,0.06911684493091162,True,86.78815489749431,retest,rebreak_high,20,0.05518100949663013,-10.05518100949663,-1.005518100949663,2.5131351870497176,3.7805540462241938,,0.9306230413677823,nan,LOW_VOL,0.8992209349875864,,NA_LOW_VOL,1
